No,Section,Page,Header,Emoji,English,Sinhala
8443,Characters,Activities,sport,🏐,ball | game | volleyball,ක්‍රීඩාාව | බෝලය | වොලිබෝල්
8445,Characters,Activities,sport,🏈,american | ball | football,ඇමරිකානු | පාපන්දු | බෝලය
8447,Characters,Activities,sport,🏉,ball | football | rugby,පාපන්දු | බෝලය | රග්බි
8449,Characters,Activities,sport,🎾,ball | racquet | tennis,ටෙනිස් | පිත්ත | බෝලය
8451,Characters,Activities,sport,🥏,flying disc | ultimate,අන්තිමයි | පියාඹන තැටිය
8453,Characters,Activities,sport,🎳,ball | bowling | game,ක්‍රීඩාව | පන්දු දමන්නා | බෝලය
8455,Characters,Activities,sport,🏏,ball | bat | cricket game | game,ක්‍රිකට් | ක්‍රිකට් තරඟය | ක්‍රීඩාව | පිත්ත | බෝලය
8457,Characters,Activities,sport,🏑,ball | field | game | hockey | stick,ක්‍රීඩාව | පිටියේ හොකී | පිත්ත | බෝලය | හොකී
8459,Characters,Activities,sport,🏒,game | hockey | ice | puck | stick,අයිස් | අයිස් හොකී ස්ටික් | අයිස් හොකී ස්ටික් සහ පක් | ක්‍රීඩාව | පිත්ත | හොකී
8461,Characters,Activities,sport,🥍,ball | goal | lacrosse | stick,ඉලක්කය | ගෝලය | පිත්ත | බෝලය | ලාක්‍රෝසි
8463,Characters,Activities,sport,🏓,ball | bat | game | paddle | ping pong | table tennis,ක්‍රීඩාව | පිත්ත | පින්ග් පොන්ග් | බෝලය | මේස පන්දු
8465,Characters,Activities,sport,🏸,badminton | birdie | game | racquet | shuttlecock,ක්‍රීඩාව | බර්ඩී | බැඩ්මින්ටන් | රැකට් | ෂටර්කොක්
8467,Characters,Activities,sport,🥊,boxing | glove,අත්වැස්ම | ක්‍රීඩා | බොක්සිං
8469,Characters,Activities,sport,🥋,judo | karate | martial arts | martial arts uniform | taekwondo | uniform,කරාටේ | ජුඩෝ | ටයි කොන්ඩෝ | සටන් කලාව | සටන් නිල ඇඳුම
8471,Characters,Activities,sport,🥅,goal | net,ගෝල | දැල | පාපන්දු දැල
8473,Characters,Activities,sport,⛳,flag in hole | golf | hole,ගොල්ෆ් | හිල | හිල තුළ කොඩිය
8475,Characters,Activities,sport,⛸,ice | skate,අයිස් | අයිස් මත ලිස්සා යාම | ලිස්සා යාම
8477,Characters,Activities,sport,🎣,fish | fishing pole | pole,පිත්ත | මත්ස්‍ය ධ්‍රැවය | මාළු
8479,Characters,Activities,sport,🤿,diving | diving mask | scuba | snorkeling,කිමිදීම | කිමිදුම | කිමිදුම් ආවරණය | දිය යට කිමිදීම
8481,Characters,Activities,sport,🎽,athletics | running | sash | shirt,කමිසය | දිවීම | ධාවන | සෑෂ්
8483,Characters,Activities,sport,🎿,ski | skis | snow,ස්කයි | හිම
8485,Characters,Activities,sport,🛷,sled | sledge | sleigh,කුළු ගෙඩිය | හිමයානය
8487,Characters,Activities,sport,🥌,curling stone | game | rock,කැරකෙන ගල | ක්‍රීඩා | ගල
8489,Characters,Activities,game,🎯,bullseye | dart | direct hit | game | hit | target,ඉලක්කය | ක්‍රීඩාව | ඩාර්ට් | බුල්ස්අයි | සෘජු පහර
8491,Characters,Activities,game,🪀,fluctuate | toy | yo-yo,උච්චාවචනය | යෝ-යෝ | සෙල්ලම් බඩුව
8493,Characters,Activities,game,🪁,fly | kite | soar,අහසට පියාසර කිරීම | පියැඹීම | සරුංගලය
8495,Characters,Activities,game,🔫,gun | handgun | pistol | revolver | tool | water | weapon,ආයුධය | පිස්තෝලය | මෙවලම | රිවෝල්වරය
8497,Characters,Activities,game,🎱,8 | ball | billiard | eight | game | pool 8 ball,8 | ක්‍රීඩාව | බිලියඩ් | බිලියර්ඩ් | බෝල
8499,Characters,Activities,game,🔮,ball | crystal | fairy tale | fantasy | fortune | tool,බෝලය | මායාව | මෙවලම | වීදුරු | සුරංගනා කථාව
8501,Characters,Activities,game,🪄,magic | magic wand | witch | wizard,මායාකාරයා | මැජික් | යෂ්ටිය
8503,Characters,Activities,game,🎮,controller | game | video game,ක්‍රීඩාව | පාලකය | වීඩියෝ ක්‍රීඩාව
8505,Characters,Activities,game,🕹,game | joystick | video game,ක්‍රීඩාව | ජෝයිස්ටික් | විීඩියෝ ක්‍රීඩාව
8507,Characters,Activities,game,🎰,game | slot | slot machine,ක්‍රීඩාව | විදුම | විදුම් යන්ත්‍රය
8509,Characters,Activities,game,🎲,dice | die | game,ක්‍රීඩා දාදු කැට‍ය | ක්‍රීඩාව | දාදු | දාදු කැටය
8511,Characters,Activities,game,🧩,clue | interlocking | jigsaw | piece | puzzle,අගුළු දැමීම | ඉඟිය | කෑල්ලක් | ජිග්සෝ | ප්‍රහේලිකාව
8513,Characters,Activities,game,🧸,plaything | plush | stuffed | teddy bear | toy,ක්‍රීඩා භාණ්ඩය | පිරවූ | ප්ලෑෂ් | සෙල්ලම් බඩු | සෙල්ලම් වලසා
8515,Characters,Activities,game,🪅,celebration | party | piñata,පිනාට | සාදය | සැමරුම
8517,Characters,Activities,game,🪩,dance | disco | glitter | mirror ball | party,ග්ලිටර් | ඩිස්කෝ | දර්පණ බෝලය | නැටුම | සාදය
8519,Characters,Activities,game,🪆,doll | nesting | nesting dolls | russia,කැදැල්ල | බෝනික්කා | රුසියානු බෝනික්කන් | රුසියාව
8521,Characters,Activities,game,♠,card | game | spade suit,ඉස්කෝප්පය | කාඩ් | ක්‍රීඩාව | සූට්
8523,Characters,Activities,game,♥,card | game | heart suit,කාඩ් | ක්‍රීඩාව | සූට් | හදවත | හදවත්
8525,Characters,Activities,game,♦,card | diamond suit | game,කාඩ් | ක්‍රීඩාව | දියමන්ති | දියමන්තිය | සූට්
8527,Characters,Activities,game,♣,card | club suit | game,කලාබර | කාඩ් | ක්‍රීඩාව | ක්ලබ් සූට්
8529,Characters,Activities,game,♟,chess | chess pawn | dupe | expendable,ඉත්තා | චෙස් | වියදම් කළ හැකි
8531,Characters,Activities,game,🃏,card | game | joker | wildcard,කාඩ් | ක්‍රීඩා කිරීම | ක්‍රීඩාව | ජෝකර්
8533,Characters,Activities,game,🀄,game | mahjong | mahjong red dragon | red,ක්‍රීඩාව | මහජොන්ග් | මහජොන්ග් රතු මකරා | රතු
8535,Characters,Activities,game,🎴,card | flower | flower playing cards | game | Japanese | playing,කාඩ් | ක්‍රීඩා කිරීම | ක්‍රීඩාව | ජපන් | මල් ක්‍රීඩා කරන කාඩ්පත්
8537,Characters,Activities,arts & crafts,🎭,art | mask | performing | performing arts | theater | theatre,අභිවාහ්‍ය කලා | කලාව | ප්‍රසංගය | රඟහල | වෙස් මුහුණ
8539,Characters,Activities,arts & crafts,🖼,art | frame | framed picture | museum | painting | picture,කලාව | කෞතුකාගාරය | පින්තූරය | පින්තූරය සහිත රාමුව | රාමුව
8541,Characters,Activities,arts & crafts,🎨,art | artist palette | museum | painting | palette,කලා පුවරුව | කලාව | කෞතුකාගාරය | පින්තාරු කිරීම | පුවරුව
8543,Characters,Activities,arts & crafts,🧵,needle | sewing | spool | string | thread,ඉඳිකටුව | නුල | නුල් බෝලය | නූල් | මැහිම
8545,Characters,Activities,arts & crafts,🪡,embroidery | needle | sewing | stitches | sutures | tailoring,ඉඳිකටුව | එම්බ්‍රොයිඩරි | මහන ඉඳිකටුව | මැහුම්
8547,Characters,Activities,arts & crafts,🧶,ball | crochet | knit | yarn,කැටිනූල් | ගෙතුම | ගොතනවා | බෝලය
8549,Characters,Activities,arts & crafts,🪢,knot | rope | tangled | tie | twine | twist,කඹය | ගැටය | ටයි | ට්වයින් | පටලැවිල්ල
8551,Characters,Objects,clothing,👓,clothing | eye | eyeglasses | eyewear | glasses,ඇඳුම් | ඇස | ඇස් පැළදුම් | කණ්ණාඩි
8553,Characters,Objects,clothing,🕶,dark | eye | eyewear | glasses | sunglasses,අඳුරු | අව් කණ්ණාඩි | ඇස | ඇස් පැළදුම් | කණ්ණාඩි
8555,Characters,Objects,clothing,🥽,eye protection | goggles | swimming | welding,ඇස් ආරක්ෂා කිරීම | ඇස් ආවරණ | පිහිනීම | වෙල්ඩින්
8557,Characters,Objects,clothing,🥼,doctor | experiment | lab coat | scientist,අත්හදා බැලීම් | පරීක්ෂණාගාර කබාය | විද්‍යාඥයා | වෛද්‍යවරයා
8559,Characters,Objects,clothing,🦺,emergency | safety | vest,ආරක්ෂක බැනියම | ආරක්ෂාව | බැනියම | හදිසි
8561,Characters,Objects,clothing,👔,clothing | necktie | tie,ඇඳුුම් | ගෙළ පටිය
8563,Characters,Objects,clothing,👕,clothing | shirt | t-shirt | tshirt,ඇඳුම් | කමිසය | ටී-ෂර්ටය | ටීෂර්ට්
8565,Characters,Objects,clothing,👖,clothing | jeans | pants | trousers,ඇඳුම් | කලිසම් | දිග කලිසම්
8567,Characters,Objects,clothing,🧣,neck | scarf,උතුරුසළුව | බෙල්ල
8569,Characters,Objects,clothing,🧤,gloves | hand,අත | අත්වැසුම්
8571,Characters,Objects,clothing,🧥,coat | jacket,කබාය | ජැකට්ටුව
8573,Characters,Objects,clothing,🧦,socks | stocking,මේස් | ස්ටොකිං
8575,Characters,Objects,clothing,👗,clothing | dress,ඇඳුම් | ගවුම
8577,Characters,Objects,clothing,👘,clothing | kimono,ඇඳුම් | කිමොනාව
8579,Characters,Objects,clothing,🥻,clothing | dress | sari,ඇඳුම | ඇඳුම් | සාරිය
8581,Characters,Objects,clothing,🩱,bathing suit | one-piece swimsuit,තනි-කොටස් පිහිනුම් ඇඳුම | නාන ඇඳුම
